Delivery Day,Hours,"Prices
(EUR/MWh)"
11/13/2020,H18,36.16
11/13/2020,H19,36.89
11/13/2020,H20,34.7
11/13/2020,H21,30.02
11/13/2020,H22,22.58
11/13/2020,H23,21.4
11/13/2020,H24,20
11/14/2020,H1,24.56
11/14/2020,H2,24.57
11/14/2020,H3,27
11/14/2020,H4,34.1
11/14/2020,H5,39.53
11/14/2020,H6,39
11/14/2020,H7,39
11/14/2020,H8,37.63
11/14/2020,H9,40.44
11/14/2020,H10,41
11/14/2020,H11,39.29
11/14/2020,H12,41.56
11/14/2020,H13,40.69
11/14/2020,H14,41.41
11/14/2020,H15,44.23
11/14/2020,H16,45.01
11/14/2020,H17,43.24
11/14/2020,H18,48.05
11/14/2020,H19,43.24
11/14/2020,H20,42.09
11/14/2020,H21,36.88
11/14/2020,H22,32.66
11/14/2020,H23,28.25
11/14/2020,H24,25.87
11/15/2020,H1,28.11
11/15/2020,H2,29.1
11/15/2020,H3,34.9
11/15/2020,H4,44.05
11/15/2020,H5,48.84
11/15/2020,H6,50.7
11/15/2020,H7,48.91
11/15/2020,H8,46.57
11/15/2020,H9,47.45
11/15/2020,H10,49.91
11/15/2020,H11,49.31
11/15/2020,H12,47.32
11/15/2020,H13,48.93
11/15/2020,H14,49.39
11/15/2020,H15,56.68
11/15/2020,H16,64.46
11/15/2020,H17,75.4
11/15/2020,H18,74
11/15/2020,H19,64
11/15/2020,H20,56.49
11/15/2020,H21,50.01
11/15/2020,H22,27.92
11/15/2020,H23,25.95
11/15/2020,H24,24.59
11/16/2020,H1,17
11/16/2020,H2,16.95
11/16/2020,H3,18.06
11/16/2020,H4,19.2
11/16/2020,H5,23.09
11/16/2020,H6,26.71
11/16/2020,H7,30.31
11/16/2020,H8,29.5
11/16/2020,H9,29.25
11/16/2020,H10,27.63
11/16/2020,H11,26.06
11/16/2020,H12,25.52
11/16/2020,H13,26.24
11/16/2020,H14,28.36
11/16/2020,H15,35.68
11/16/2020,H16,44
11/16/2020,H17,50.65
11/16/2020,H18,47.55
11/16/2020,H19,41.96
11/16/2020,H20,37.82
11/16/2020,H21,33.37
11/16/2020,H22,36.74
11/16/2020,H23,34.92
11/16/2020,H24,28.93
11/17/2020,H1,24.49
11/17/2020,H2,26.46
11/17/2020,H3,33.79
11/17/2020,H4,40.48
11/17/2020,H5,48.57
11/17/2020,H6,46.9
11/17/2020,H7,44.03
11/17/2020,H8,40.11
11/17/2020,H9,39.38
11/17/2020,H10,38.61
11/17/2020,H11,38.76
11/17/2020,H12,38.98
11/17/2020,H13,41.44
11/17/2020,H14,48.25
11/17/2020,H15,50
11/17/2020,H16,49.99
11/17/2020,H17,48.56
11/17/2020,H18,41.06
11/17/2020,H19,36.03
11/17/2020,H20,34.95
11/17/2020,H21,27.82
11/17/2020,H22,20.46
11/17/2020,H23,16.81
11/17/2020,H24,17.49
11/18/2020,H1,42.2
11/18/2020,H2,46.48
11/18/2020,H3,57.05
11/18/2020,H4,64.73
11/18/2020,H5,84.09
11/18/2020,H6,105.89
11/18/2020,H7,108.35
11/18/2020,H8,88.79
11/18/2020,H9,96.04
11/18/2020,H10,98.71
11/18/2020,H11,82.29
11/18/2020,H12,81.67
11/18/2020,H13,112.87
11/18/2020,H14,120.09
11/18/2020,H15,120.03
11/18/2020,H16,112.87
11/18/2020,H17,102.61
11/18/2020,H18,74.6
11/18/2020,H19,61.36
11/18/2020,H20,55.97
11/18/2020,H21,52.29
11/18/2020,H22,29.15
11/18/2020,H23,26.52
11/18/2020,H24,25.82
11/19/2020,H1,8.42
11/19/2020,H2,8.27
11/19/2020,H3,10.2
11/19/2020,H4,12.96
11/19/2020,H5,20.71
11/19/2020,H6,31.07
11/19/2020,H7,39.98
11/19/2020,H8,43.04
11/19/2020,H9,42.9
11/19/2020,H10,44.52
11/19/2020,H11,43.12
11/19/2020,H12,42.93
11/19/2020,H13,37.01
11/19/2020,H14,44.95
11/19/2020,H15,44.06
11/19/2020,H16,43.73
11/19/2020,H17,44.95
11/19/2020,H18,41.19
11/19/2020,H19,40.23
11/19/2020,H20,34.15
11/19/2020,H21,22.72
11/19/2020,H22,51.91
11/19/2020,H23,46.26
11/19/2020,H24,42.9
11/20/2020,H1,31.39
11/20/2020,H2,30.94
11/20/2020,H3,40.04
11/20/2020,H4,47.14
11/20/2020,H5,56.99
11/20/2020,H6,60.51
11/20/2020,H7,60.68
11/20/2020,H8,57.02
11/20/2020,H9,56.99
11/20/2020,H10,56.99
11/20/2020,H11,57
11/20/2020,H12,55.53
11/20/2020,H13,56.08
11/20/2020,H14,60.96
11/20/2020,H15,61.63
11/20/2020,H16,57.99
11/20/2020,H17,55.53
11/20/2020,H18,50.22
11/20/2020,H19,45.02
11/20/2020,H20,40.71
11/20/2020,H21,34.48
11/20/2020,H22,20.53
11/20/2020,H23,16.44
11/20/2020,H24,13.65
11/21/2020,H1,25.95
11/21/2020,H2,26.88
11/21/2020,H3,31.69
11/21/2020,H4,41.91
11/21/2020,H5,47.59
11/21/2020,H6,49.74
11/21/2020,H7,43.89
11/21/2020,H8,41.6
11/21/2020,H9,39.52
11/21/2020,H10,36.19
11/21/2020,H11,34.05
11/21/2020,H12,33.31
11/21/2020,H13,37.03
11/21/2020,H14,40.35
11/21/2020,H15,46.03
11/21/2020,H16,55.96
11/21/2020,H17,54.48
11/21/2020,H18,48.25
11/21/2020,H19,44.54
11/21/2020,H20,41.94
11/21/2020,H21,37.06
11/21/2020,H22,41.03
11/21/2020,H23,37.6
11/21/2020,H24,34.61
11/22/2020,H1,19.93
11/22/2020,H2,20.99
11/22/2020,H3,24.01
11/22/2020,H4,30.25
11/22/2020,H5,30.13
11/22/2020,H6,30.09
11/22/2020,H7,27.87
11/22/2020,H8,27.09
11/22/2020,H9,26.11
11/22/2020,H10,27.51
11/22/2020,H11,27.22
11/22/2020,H12,27.71
11/22/2020,H13,31.01
11/22/2020,H14,34.07
11/22/2020,H15,45.96
11/22/2020,H16,56.91
11/22/2020,H17,59.36
11/22/2020,H18,50.91
11/22/2020,H19,39.12
11/22/2020,H20,30.41
11/22/2020,H21,29.07
11/22/2020,H22,30.36
11/22/2020,H23,28.5
11/22/2020,H24,26.89
11/23/2020,H1,20.86
11/23/2020,H2,21.6
11/23/2020,H3,22.39
11/23/2020,H4,28.57
11/23/2020,H5,34.08
11/23/2020,H6,34.64
11/23/2020,H7,29.83
11/23/2020,H8,27
11/23/2020,H9,25.1
11/23/2020,H10,24.16
11/23/2020,H11,23.95
11/23/2020,H12,23
11/23/2020,H13,22.23
11/23/2020,H14,23.34
11/23/2020,H15,26.37
11/23/2020,H16,29.64
11/23/2020,H17,34.55
11/23/2020,H18,33.97
11/23/2020,H19,29.91
11/23/2020,H20,24.77
11/23/2020,H21,21
11/23/2020,H22,28.02
11/23/2020,H23,23.13
11/23/2020,H24,20.92
11/24/2020,H1,15
11/24/2020,H2,15.17
11/24/2020,H3,16.85
11/24/2020,H4,21.01
11/24/2020,H5,26
11/24/2020,H6,25.67
11/24/2020,H7,23.82
11/24/2020,H8,22.17
11/24/2020,H9,21.82
11/24/2020,H10,22.49
11/24/2020,H11,21.48
11/24/2020,H12,21.01
11/24/2020,H13,21.66
11/24/2020,H14,22.98
11/24/2020,H15,25.74
11/24/2020,H16,28.71
11/24/2020,H17,36.01
11/24/2020,H18,44
11/24/2020,H19,41.1
11/24/2020,H20,33.4
11/24/2020,H21,23.3
11/24/2020,H22,26.91
11/24/2020,H23,23.16
11/24/2020,H24,21.6
11/25/2020,H1,14.13
11/25/2020,H2,11.51
11/25/2020,H3,9.97
11/25/2020,H4,9.91
11/25/2020,H5,10.94
11/25/2020,H6,11.98
11/25/2020,H7,13.72
11/25/2020,H8,14.4
11/25/2020,H9,16.07
11/25/2020,H10,14.69
11/25/2020,H11,13.81
11/25/2020,H12,10
11/25/2020,H13,9.91
11/25/2020,H14,15.25
11/25/2020,H15,23.03
11/25/2020,H16,24.07
11/25/2020,H17,28.1
11/25/2020,H18,35.06
11/25/2020,H19,39.97
11/25/2020,H20,33.07
11/25/2020,H21,28.33
11/25/2020,H22,18.75
11/25/2020,H23,17.01
11/25/2020,H24,15.35
11/26/2020,H1,24.48
11/26/2020,H2,24.48
11/26/2020,H3,26.91
11/26/2020,H4,34.88
11/26/2020,H5,39.93
11/26/2020,H6,40.75
11/26/2020,H7,37.37
11/26/2020,H8,37.48
11/26/2020,H9,36.45
11/26/2020,H10,36.99
11/26/2020,H11,39.67
11/26/2020,H12,39.62
11/26/2020,H13,42.43
11/26/2020,H14,43.01
11/26/2020,H15,43.58
11/26/2020,H16,43.51
11/26/2020,H17,45.48
11/26/2020,H18,49
11/26/2020,H19,45.3
11/26/2020,H20,43.24
11/26/2020,H21,41.05
11/26/2020,H22,23.93
11/26/2020,H23,19
11/26/2020,H24,16
11/27/2020,H1,31.57
11/27/2020,H2,32.06
11/27/2020,H3,36.67
11/27/2020,H4,45.22
11/27/2020,H5,49.38
11/27/2020,H6,49.5
11/27/2020,H7,45.64
11/27/2020,H8,44.57
11/27/2020,H9,43.47
11/27/2020,H10,43
11/27/2020,H11,41.82
11/27/2020,H12,39.96
11/27/2020,H13,43.18
11/27/2020,H14,43.99
11/27/2020,H15,45.51
11/27/2020,H16,48.5
11/27/2020,H17,53.7
11/27/2020,H18,55.52
11/27/2020,H19,48
11/27/2020,H20,43.71
11/27/2020,H21,39.24
11/27/2020,H22,32.95
11/27/2020,H23,27.96
11/27/2020,H24,25.97
11/28/2020,H1,31.7
11/28/2020,H2,32.13
11/28/2020,H3,36.94
11/28/2020,H4,49.46
11/28/2020,H5,59.46
11/28/2020,H6,63.49
11/28/2020,H7,61
11/28/2020,H8,56.05
11/28/2020,H9,53.97
11/28/2020,H10,51.16
11/28/2020,H11,49.95
11/28/2020,H12,49.7
11/28/2020,H13,50.25
11/28/2020,H14,53.68
11/28/2020,H15,57.53
11/28/2020,H16,70
11/28/2020,H17,84.5
11/28/2020,H18,75
11/28/2020,H19,53.95
11/28/2020,H20,46.86
11/28/2020,H21,39.99
11/28/2020,H22,40.55
11/28/2020,H23,36.37
11/28/2020,H24,33.37
11/29/2020,H1,15.25
11/29/2020,H2,21.3
11/29/2020,H3,33.13
11/29/2020,H4,40.52
11/29/2020,H5,46
11/29/2020,H6,45.54
11/29/2020,H7,43.97
11/29/2020,H8,40.58
11/29/2020,H9,39.51
11/29/2020,H10,37.98
11/29/2020,H11,37.51
11/29/2020,H12,37.79
11/29/2020,H13,41.44
11/29/2020,H14,49.94
11/29/2020,H15,54.57
11/29/2020,H16,56.78
11/29/2020,H17,52.01
11/29/2020,H18,49.04
11/29/2020,H19,39.73
11/29/2020,H20,38.21
11/29/2020,H21,30.37
11/29/2020,H22,36
11/29/2020,H23,34.06
11/29/2020,H24,32.87
11/30/2020,H1,42.98
11/30/2020,H2,41.96
11/30/2020,H3,46.9
11/30/2020,H4,51.27
11/30/2020,H5,55.74
11/30/2020,H6,64.08
11/30/2020,H7,67.5
11/30/2020,H8,70.71
11/30/2020,H9,69.37
11/30/2020,H10,67.5
11/30/2020,H11,65.1
11/30/2020,H12,65.45
11/30/2020,H13,69.96
11/30/2020,H14,100
11/30/2020,H15,99.92
11/30/2020,H16,97.95
11/30/2020,H17,83.96
11/30/2020,H18,66.03
11/30/2020,H19,56.96
11/30/2020,H20,52.91
11/30/2020,H21,42.46
11/30/2020,H22,33.13
11/30/2020,H23,21.37
11/30/2020,H24,16
12/1/2020,H1,3.07
12/1/2020,H2,8.21
12/1/2020,H3,14.21
12/1/2020,H4,29.6
12/1/2020,H5,38.22
12/1/2020,H6,43.72
12/1/2020,H7,46.1
12/1/2020,H8,48.4
12/1/2020,H9,48.48
12/1/2020,H10,48.75
12/1/2020,H11,48.52
12/1/2020,H12,49.13
12/1/2020,H13,50.27
12/1/2020,H14,52.03
12/1/2020,H15,55.45
12/1/2020,H16,53.56
12/1/2020,H17,51.96
12/1/2020,H18,48.51
12/1/2020,H19,45.5
12/1/2020,H20,42.11
12/1/2020,H21,35.98
12/1/2020,H22,58.19
12/1/2020,H23,51.97
12/1/2020,H24,46.97
12/2/2020,H1,28.24
12/2/2020,H2,29.29
12/2/2020,H3,37.07
12/2/2020,H4,48.28
12/2/2020,H5,63.1
12/2/2020,H6,65.01
12/2/2020,H7,60.04
12/2/2020,H8,50.62
12/2/2020,H9,49.53
12/2/2020,H10,48.2
12/2/2020,H11,48.6
12/2/2020,H12,48.12
12/2/2020,H13,54.18
12/2/2020,H14,63.39
12/2/2020,H15,70.92
12/2/2020,H16,65.07
12/2/2020,H17,65.04
12/2/2020,H18,63.01
12/2/2020,H19,61.19
12/2/2020,H20,55
12/2/2020,H21,46.49
12/2/2020,H22,13.52
12/2/2020,H23,8
12/2/2020,H24,3.05
12/3/2020,H1,34.06
12/3/2020,H2,34.95
12/3/2020,H3,35.01
12/3/2020,H4,37.16
12/3/2020,H5,41.07
12/3/2020,H6,42.47
12/3/2020,H7,40.2
12/3/2020,H8,37.06
12/3/2020,H9,34.95
12/3/2020,H10,31.99
12/3/2020,H11,29.38
12/3/2020,H12,30.56
12/3/2020,H13,37.02
12/3/2020,H14,42.98
12/3/2020,H15,47.22
12/3/2020,H16,50.08
12/3/2020,H17,49.68
12/3/2020,H18,45.9
12/3/2020,H19,39.48
12/3/2020,H20,36.84
12/3/2020,H21,33.86
12/3/2020,H22,33.84
12/3/2020,H23,32.37
12/3/2020,H24,29.95
12/4/2020,H1,7.66
12/4/2020,H2,4
12/4/2020,H3,4.05
12/4/2020,H4,9.02
12/4/2020,H5,15.14
12/4/2020,H6,12.65
12/4/2020,H7,20.41
12/4/2020,H8,19.22
12/4/2020,H9,16.51
12/4/2020,H10,17.11
12/4/2020,H11,11.29
12/4/2020,H12,10.35
12/4/2020,H13,15.95
12/4/2020,H14,24.2
12/4/2020,H15,27.6
12/4/2020,H16,36.73
12/4/2020,H17,45.96
12/4/2020,H18,44
12/4/2020,H19,36.97
12/4/2020,H20,34.76
12/4/2020,H21,26.69
12/4/2020,H22,39.14
12/4/2020,H23,37.03
12/4/2020,H24,34.95
12/5/2020,H1,17.78
12/5/2020,H2,17.37
12/5/2020,H3,18.22
12/5/2020,H4,20.19
12/5/2020,H5,25.58
12/5/2020,H6,30.24
12/5/2020,H7,30.64
12/5/2020,H8,26.58
12/5/2020,H9,25.67
12/5/2020,H10,25.51
12/5/2020,H11,24.31
12/5/2020,H12,22.09
12/5/2020,H13,21
12/5/2020,H14,20.67
12/5/2020,H15,20.5
12/5/2020,H16,22.98
12/5/2020,H17,26.73
12/5/2020,H18,35.01
12/5/2020,H19,38.08
12/5/2020,H20,30.7
12/5/2020,H21,24.65
12/5/2020,H22,21.1
12/5/2020,H23,20.69
12/5/2020,H24,10.36
12/6/2020,H1,17.9
12/6/2020,H2,17.71
12/6/2020,H3,18.3
12/6/2020,H4,20.52
12/6/2020,H5,26.4
12/6/2020,H6,36.03
12/6/2020,H7,31.51
12/6/2020,H8,29.2
12/6/2020,H9,25.13
12/6/2020,H10,25.85
12/6/2020,H11,26.41
12/6/2020,H12,26.01
12/6/2020,H13,23.97
12/6/2020,H14,24.23
12/6/2020,H15,24.54
12/6/2020,H16,24.64
12/6/2020,H17,27.55
12/6/2020,H18,36.02
12/6/2020,H19,41.09
12/6/2020,H20,39.44
12/6/2020,H21,34.07
12/6/2020,H22,23.76
12/6/2020,H23,20.08
12/6/2020,H24,18.41
12/7/2020,H1,20.6
12/7/2020,H2,19.9
12/7/2020,H3,19.65
12/7/2020,H4,22.05
12/7/2020,H5,30.89
12/7/2020,H6,36.47
12/7/2020,H7,39.47
12/7/2020,H8,38.94
12/7/2020,H9,39.76
12/7/2020,H10,40.79
12/7/2020,H11,42.01
12/7/2020,H12,43.05
12/7/2020,H13,36.76
12/7/2020,H14,38.99
12/7/2020,H15,41.1
12/7/2020,H16,38.95
12/7/2020,H17,40.14
12/7/2020,H18,42.44
12/7/2020,H19,46.03
12/7/2020,H20,46
12/7/2020,H21,41.32
12/7/2020,H22,30.39
12/7/2020,H23,21.47
12/7/2020,H24,18.54
12/8/2020,H1,29.01
12/8/2020,H2,28.79
12/8/2020,H3,29.99
12/8/2020,H4,29.94
12/8/2020,H5,39.08
12/8/2020,H6,42.91
12/8/2020,H7,45.22
12/8/2020,H8,44.68
12/8/2020,H9,45.57
12/8/2020,H10,46
12/8/2020,H11,47.44
12/8/2020,H12,47.44
12/8/2020,H13,47.92
12/8/2020,H14,48.52
12/8/2020,H15,50.81
12/8/2020,H16,54.05
12/8/2020,H17,51.21
12/8/2020,H18,51.76
12/8/2020,H19,52.37
12/8/2020,H20,50.53
12/8/2020,H21,44.27
12/8/2020,H22,41.02
12/8/2020,H23,24.5
12/8/2020,H24,22.19
12/9/2020,H1,30.1
12/9/2020,H2,28.4
12/9/2020,H3,27.7
12/9/2020,H4,28.76
12/9/2020,H5,30.8
12/9/2020,H6,34.86
12/9/2020,H7,37.51
12/9/2020,H8,38.53
12/9/2020,H9,37.92
12/9/2020,H10,37
12/9/2020,H11,34.05
12/9/2020,H12,32.49
12/9/2020,H13,32.55
12/9/2020,H14,32.5
12/9/2020,H15,34.24
12/9/2020,H16,40.42
12/9/2020,H17,45
12/9/2020,H18,47.64
12/9/2020,H19,50.88
12/9/2020,H20,45.7
12/9/2020,H21,43.05
12/9/2020,H22,40.01
12/9/2020,H23,35.05
12/9/2020,H24,29.84
12/10/2020,H1,34.3
12/10/2020,H2,33.01
12/10/2020,H3,33.9
12/10/2020,H4,38.1
12/10/2020,H5,53
12/10/2020,H6,64.33
12/10/2020,H7,71.22
12/10/2020,H8,68.58
12/10/2020,H9,62.4
12/10/2020,H10,59.37
12/10/2020,H11,55.1
12/10/2020,H12,54.01
12/10/2020,H13,52.8
12/10/2020,H14,54.1
12/10/2020,H15,57.84
12/10/2020,H16,65.08
12/10/2020,H17,74.04
12/10/2020,H18,90.4
12/10/2020,H19,71.95
12/10/2020,H20,54.46
12/10/2020,H21,47.44
12/10/2020,H22,40.49
12/10/2020,H23,36.75
12/10/2020,H24,31.51
12/11/2020,H1,14.28
12/11/2020,H2,12.56
12/11/2020,H3,21.89
12/11/2020,H4,36.88
12/11/2020,H5,44.88
12/11/2020,H6,51.12
12/11/2020,H7,50.45
12/11/2020,H8,45.67
12/11/2020,H9,44.9
12/11/2020,H10,49.04
12/11/2020,H11,53.09
12/11/2020,H12,50.92
12/11/2020,H13,47.79
12/11/2020,H14,51.59
12/11/2020,H15,50.97
12/11/2020,H16,57.9
12/11/2020,H17,51.83
12/11/2020,H18,49.02
12/11/2020,H19,47.85
12/11/2020,H20,42.06
12/11/2020,H21,37.48
12/11/2020,H22,28.01
12/11/2020,H23,37.99
12/11/2020,H24,35.42
12/12/2020,H1,41.58
12/12/2020,H2,40.22
12/12/2020,H3,41.88
12/12/2020,H4,43.32
12/12/2020,H5,44.95
12/12/2020,H6,54.19
12/12/2020,H7,56.02
12/12/2020,H8,61.56
12/12/2020,H9,62.18
12/12/2020,H10,63.36
12/12/2020,H11,56.03
12/12/2020,H12,51.39
12/12/2020,H13,51.87
12/12/2020,H14,55.1
12/12/2020,H15,69.38
12/12/2020,H16,74.07
12/12/2020,H17,70.93
12/12/2020,H18,66.16
12/12/2020,H19,60.27
12/12/2020,H20,51.17
12/12/2020,H21,49.39
12/12/2020,H22,46.3
12/12/2020,H23,27
12/12/2020,H24,20.2
12/13/2020,H1,29.84
12/13/2020,H2,22.44
12/13/2020,H3,27.15
12/13/2020,H4,32.52
12/13/2020,H5,38.31
12/13/2020,H6,47.11
12/13/2020,H7,50.5
12/13/2020,H8,50.1
12/13/2020,H9,50.29
12/13/2020,H10,49.5
12/13/2020,H11,49.55
12/13/2020,H12,48.76
12/13/2020,H13,48.27
12/13/2020,H14,50.81
12/13/2020,H15,53.1
12/13/2020,H16,53.61
12/13/2020,H17,52.04
12/13/2020,H18,50.11
12/13/2020,H19,46.44
12/13/2020,H20,42
12/13/2020,H21,39.93
12/13/2020,H22,31.82
12/13/2020,H23,46.1
12/13/2020,H24,43.55
12/14/2020,H1,38.8
12/14/2020,H2,35.2
12/14/2020,H3,36.54
12/14/2020,H4,44.14
12/14/2020,H5,60.43
12/14/2020,H6,62.15
12/14/2020,H7,67.89
12/14/2020,H8,59.2
12/14/2020,H9,56.91
12/14/2020,H10,53.11
12/14/2020,H11,51.9
12/14/2020,H12,52
12/14/2020,H13,51.91
12/14/2020,H14,59.15
12/14/2020,H15,63.09
12/14/2020,H16,64.36
12/14/2020,H17,62.84
12/14/2020,H18,62.01
12/14/2020,H19,52.04
12/14/2020,H20,53.94
12/14/2020,H21,50.97
12/14/2020,H22,41.47
12/14/2020,H23,35.6
12/14/2020,H24,32.88
12/15/2020,H1,17.75
12/15/2020,H2,17.31
12/15/2020,H3,19.21
12/15/2020,H4,22.47
12/15/2020,H5,32.59
12/15/2020,H6,41.53
12/15/2020,H7,38.69
12/15/2020,H8,36.83
12/15/2020,H9,33.07
12/15/2020,H10,32.74
12/15/2020,H11,34.76
12/15/2020,H12,34.71
12/15/2020,H13,34.59
12/15/2020,H14,36.41
12/15/2020,H15,36.83
12/15/2020,H16,33.49
12/15/2020,H17,39.42
12/15/2020,H18,47.38
12/15/2020,H19,45.51
12/15/2020,H20,38.69
12/15/2020,H21,33.01
12/15/2020,H22,28.72
12/15/2020,H23,51.98
12/15/2020,H24,40.73
12/16/2020,H1,14.31
12/16/2020,H2,13.86
12/16/2020,H3,13.29
12/16/2020,H4,17
12/16/2020,H5,21.89
12/16/2020,H6,25.82
12/16/2020,H7,28.63
12/16/2020,H8,29.01
12/16/2020,H9,29.02
12/16/2020,H10,29.11
12/16/2020,H11,26.97
12/16/2020,H12,25.99
12/16/2020,H13,25.16
12/16/2020,H14,24.93
12/16/2020,H15,26.36
12/16/2020,H16,25.89
12/16/2020,H17,27
12/16/2020,H18,36.05
12/16/2020,H19,39.56
12/16/2020,H20,33.93
12/16/2020,H21,28.27
12/16/2020,H22,23.74
12/16/2020,H23,23.71
12/16/2020,H24,20.48
12/17/2020,H1,17.33
12/17/2020,H2,16.93
12/17/2020,H3,16.63
12/17/2020,H4,16.09
12/17/2020,H5,16.99
12/17/2020,H6,20.03
12/17/2020,H7,21.19
12/17/2020,H8,23.34
12/17/2020,H9,24.08
12/17/2020,H10,21.48
12/17/2020,H11,20.07
12/17/2020,H12,18.01
12/17/2020,H13,18.01
12/17/2020,H14,19.69
12/17/2020,H15,21.48
12/17/2020,H16,28.66
12/17/2020,H17,33.61
12/17/2020,H18,41.06
12/17/2020,H19,43.95
12/17/2020,H20,40.83
12/17/2020,H21,33.98
12/17/2020,H22,23.51
12/17/2020,H23,18
12/17/2020,H24,15.57
12/18/2020,H1,15
12/18/2020,H2,14.95
12/18/2020,H3,15.01
12/18/2020,H4,16.8
12/18/2020,H5,27.6
12/18/2020,H6,35.42
12/18/2020,H7,36.32
12/18/2020,H8,35.08
12/18/2020,H9,32.99
12/18/2020,H10,32.95
12/18/2020,H11,32.66
12/18/2020,H12,30.2
12/18/2020,H13,29.64
12/18/2020,H14,30.57
12/18/2020,H15,31.97
12/18/2020,H16,34.46
12/18/2020,H17,38.92
12/18/2020,H18,40.99
12/18/2020,H19,45.06
12/18/2020,H20,44.37
12/18/2020,H21,36.89
12/18/2020,H22,30.07
12/18/2020,H23,23.01
12/18/2020,H24,18.55
12/19/2020,H1,31
12/19/2020,H2,29.01
12/19/2020,H3,28.86
12/19/2020,H4,30.92
12/19/2020,H5,40.49
12/19/2020,H6,52.78
12/19/2020,H7,51.52
12/19/2020,H8,51.91
12/19/2020,H9,50.91
12/19/2020,H10,51.52
12/19/2020,H11,54.1
12/19/2020,H12,51.97
12/19/2020,H13,51.91
12/19/2020,H14,52.74
12/19/2020,H15,55.27
12/19/2020,H16,54.04
12/19/2020,H17,54.1
12/19/2020,H18,55.44
12/19/2020,H19,58.02
12/19/2020,H20,53.56
12/19/2020,H21,47.5
12/19/2020,H22,42.84
12/19/2020,H23,28.22
12/19/2020,H24,20
12/20/2020,H1,31.33
12/20/2020,H2,31.33
12/20/2020,H3,30.78
12/20/2020,H4,29.63
12/20/2020,H5,29.92
12/20/2020,H6,32.3
12/20/2020,H7,32.5
12/20/2020,H8,32.5
12/20/2020,H9,33
12/20/2020,H10,32.52
12/20/2020,H11,31
12/20/2020,H12,29.34
12/20/2020,H13,29.78
12/20/2020,H14,30.98
12/20/2020,H15,36.91
12/20/2020,H16,42.29
12/20/2020,H17,50.01
12/20/2020,H18,56.99
12/20/2020,H19,49
12/20/2020,H20,42.92
12/20/2020,H21,36.98
12/20/2020,H22,41
12/20/2020,H23,38.88
12/20/2020,H24,33.4
12/21/2020,H1,35.51
12/21/2020,H2,36.62
12/21/2020,H3,40.24
12/21/2020,H4,53.11
12/21/2020,H5,64.4
12/21/2020,H6,71.2
12/21/2020,H7,67
12/21/2020,H8,58
12/21/2020,H9,55.72
12/21/2020,H10,52.87
12/21/2020,H11,50.09
12/21/2020,H12,48.86
12/21/2020,H13,48.5
12/21/2020,H14,51.27
12/21/2020,H15,56.64
12/21/2020,H16,62.22
12/21/2020,H17,73.96
12/21/2020,H18,58.7
12/21/2020,H19,48.03
12/21/2020,H20,41.78
12/21/2020,H21,34.11
12/21/2020,H22,38.26
12/21/2020,H23,33.09
12/21/2020,H24,32.07
12/22/2020,H1,12.9
12/22/2020,H2,16.5
12/22/2020,H3,26.52
12/22/2020,H4,37.13
12/22/2020,H5,47.33
12/22/2020,H6,45.59
12/22/2020,H7,44.93
12/22/2020,H8,42.4
12/22/2020,H9,43
12/22/2020,H10,42.9
12/22/2020,H11,41.04
12/22/2020,H12,41.8
12/22/2020,H13,41.87
12/22/2020,H14,44.93
12/22/2020,H15,45.66
12/22/2020,H16,43.15
12/22/2020,H17,40.28
12/22/2020,H18,38.08
12/22/2020,H19,34.43
12/22/2020,H20,33.57
12/22/2020,H21,28.6
12/22/2020,H22,40.42
12/22/2020,H23,39.01
12/22/2020,H24,36.97
12/23/2020,H1,39.29
12/23/2020,H2,39.29
12/23/2020,H3,43.09
12/23/2020,H4,56.78
12/23/2020,H5,74.93
12/23/2020,H6,88.05
12/23/2020,H7,74.96
12/23/2020,H8,63.6
12/23/2020,H9,60.6
12/23/2020,H10,58
12/23/2020,H11,56.44
12/23/2020,H12,57.19
12/23/2020,H13,63.11
12/23/2020,H14,71.67
12/23/2020,H15,72.32
12/23/2020,H16,65.47
12/23/2020,H17,67
12/23/2020,H18,59.96
12/23/2020,H19,48.83
12/23/2020,H20,45
12/23/2020,H21,37.72
12/23/2020,H22,26.22
12/23/2020,H23,23.6
12/23/2020,H24,17.2
12/24/2020,H1,27.75
12/24/2020,H2,28
12/24/2020,H3,31.79
12/24/2020,H4,37.7
12/24/2020,H5,44.06
12/24/2020,H6,48.75
12/24/2020,H7,50.13
12/24/2020,H8,49.18
12/24/2020,H9,49.33
12/24/2020,H10,49.73
12/24/2020,H11,49.07
12/24/2020,H12,49.5
12/24/2020,H13,52
12/24/2020,H14,55.34
12/24/2020,H15,56.89
12/24/2020,H16,55.1
12/24/2020,H17,52.76
12/24/2020,H18,49.06
12/24/2020,H19,45.25
12/24/2020,H20,42.27
12/24/2020,H21,35.3
12/24/2020,H22,43.03
12/24/2020,H23,40.56
12/24/2020,H24,39.26
12/25/2020,H1,28.98
12/25/2020,H2,31.15
12/25/2020,H3,36.97
12/25/2020,H4,50.72
12/25/2020,H5,62.5
12/25/2020,H6,58.9
12/25/2020,H7,56.1
12/25/2020,H8,52.04
12/25/2020,H9,50.03
12/25/2020,H10,49.4
12/25/2020,H11,48.13
12/25/2020,H12,47.94
12/25/2020,H13,47.94
12/25/2020,H14,48.15
12/25/2020,H15,51.03
